job_description,cv_text,label
"We are hiring a AI Engineer with experience in Deep Learning, NLP, TensorFlow.","Recent graduate familiar with Deep Learning, NLP, TensorFlow. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a AI Engineer with experience in Deep Learning, Computer Vision, NLP.","Recent graduate familiar with Deep Learning, Computer Vision, NLP. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Software Engineer with experience in Data Structures, Algorithms, C++.","Recent graduate familiar with Data Structures, Algorithms, C++. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a DevOps Engineer with experience in CI/CD, AWS, Linux.","Experienced professional skilled in CI/CD, AWS, Linux. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a DevOps Engineer with experience in Docker, Kubernetes, Linux.","Recent graduate familiar with Docker, Kubernetes, Linux. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Mobile App Developer with experience in Android, Flutter, Swift.","Technical expert with a background in Android, Flutter, Swift. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Business Analyst with experience in Power BI, Business Strategy, Data Analysis.","Technical expert with a background in Power BI, Business Strategy, Data Analysis. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Project Manager with experience in Leadership, Planning, Communication.","Technical expert with a background in Leadership, Planning, Communication. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a DevOps Engineer with experience in AWS, Kubernetes, Linux.","Recent graduate familiar with AWS, Kubernetes, Linux. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Mobile App Developer with experience in Swift, Java, Flutter.","Experienced professional skilled in Swift, Java, Flutter. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a AI Engineer with experience in TensorFlow, PyTorch, Deep Learning.","Experienced professional skilled in TensorFlow, PyTorch, Deep Learning. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Business Analyst with experience in Data Analysis, Business Strategy, SQL.","Recent graduate familiar with Data Analysis, Business Strategy, SQL. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Project Manager with experience in Communication, Leadership, Planning.","Experienced professional skilled in Communication, Leadership, Planning. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Software Engineer with experience in C++, Java, Algorithms.","Recent graduate familiar with C++, Java, Algorithms. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Digital Marketer with experience in Analytics, SEO, Email Marketing.","Experienced professional skilled in Analytics, SEO, Email Marketing. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a AI Engineer with experience in NLP, PyTorch, TensorFlow.","Certified specialist in NLP, PyTorch, TensorFlow. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Business Analyst with experience in Excel, Business Strategy, SQL.","Technical expert with a background in Excel, Business Strategy, SQL. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Business Analyst with experience in SQL, Power BI, Data Analysis.","Certified specialist in SQL, Power BI, Data Analysis. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Project Manager with experience in Scrum, Leadership, Planning.","Recent graduate familiar with Scrum, Leadership, Planning. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Data Scientist with experience in Statistics, Python, Machine Learning.","Certified specialist in Statistics, Python, Machine Learning. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Mobile App Developer with experience in Android, Java, Kotlin.","Recent graduate familiar with Android, Java, Kotlin. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Digital Marketer with experience in Content Writing, SEO, Email Marketing.","Experienced professional skilled in Content Writing, SEO, Email Marketing. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Cybersecurity Analyst with experience in Penetration Testing, Firewalls, Network Security.","Technical expert with a background in Penetration Testing, Firewalls, Network Security. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Data Scientist with experience in Scikit-learn, Statistics, Machine Learning.","Certified specialist in Scikit-learn, Statistics, Machine Learning. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Business Analyst with experience in Power BI, Data Analysis, Business Strategy.","Recent graduate familiar with Power BI, Data Analysis, Business Strategy. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Digital Marketer with experience in Content Writing, Email Marketing, Analytics.","Technical expert with a background in Content Writing, Email Marketing, Analytics. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a AI Engineer with experience in NLP, Computer Vision, PyTorch.","Experienced professional skilled in NLP, Computer Vision, PyTorch. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Cybersecurity Analyst with experience in Firewalls, Encryption, Penetration Testing.","Technical expert with a background in Firewalls, Encryption, Penetration Testing. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Data Scientist with experience in Machine Learning, Pandas, Scikit-learn.","Recent graduate familiar with Machine Learning, Pandas, Scikit-learn. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Business Analyst with experience in Excel, Business Strategy, SQL.","Certified specialist in Excel, Business Strategy, SQL. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Cybersecurity Analyst with experience in Network Security, Encryption, SIEM.","Certified specialist in Network Security, Encryption, SIEM. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Mobile App Developer with experience in Android, Java, Flutter.","Recent graduate familiar with Android, Java, Flutter. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Web Developer with experience in HTML, Node.js, JavaScript.","Technical expert with a background in HTML, Node.js, JavaScript. Looking forward to applying this knowledge in a dynamic environment.",1
"We are hiring a Mobile App Developer with experience in Flutter, Android, Kotlin.","Certified specialist in Flutter, Android, Kotlin. Looking forward to applying this knowledge in a dynamic environment.",1
